; Number of ROIs: 7
; File Dimension: 3340 x 1683
;
; ROI name: Water-reservior
; ROI rgb value: {0, 255, 255}
; ROI npts: 257
;
; ROI name: Water-Ocean
; ROI rgb value: {0, 0, 196}
; ROI npts: 27053
;
; ROI name: Urban
; ROI rgb value: {240, 155, 0}
; ROI npts: 398
;
; ROI name: Mountain ridge
; ROI rgb value: {36, 36, 36}
; ROI npts: 205
;
; ROI name: Vegetation
; ROI rgb value: {0, 255, 0}
; ROI npts: 32
;
; ROI name: Water-river
; ROI rgb value: {152, 107, 220}
; ROI npts: 90
;
; ROI name: Farmland
; ROI rgb value: {153, 99, 0}
; ROI npts: 36
;
; File X, File Y, Lat, Lon, B1, B2, B3, B4, B5, B6, B7
 651,  923,  22.60440156,  113.94311614,  0.033400,  0.055600,  0.033950,  0.040400,  0.014250,   0.086752,  0.478500
 652,  923,  22.60440156,  113.94338563,  0.034300,  0.055850,  0.034300,  0.041700,  0.013850,   0.097368,  0.501350
 653,  923,  22.60440156,  113.94365512,  0.035100,  0.055850,  0.034700,  0.041200,  0.013500,   0.085639,  0.506399
 654,  923,  22.60440156,  113.94392461,  0.037950,  0.058800,  0.039000,  0.039850,  0.013100,   0.010780,  0.505194
 655,  923,  22.60440156,  113.94419410,  0.039350,  0.060250,  0.038600,  0.038850,  0.012900,   0.003228,  0.501449
 656,  923,  22.60440156,  113.94446359,  0.039400,  0.060550,  0.037950,  0.037850,  0.012550,  -0.001319,  0.501984
 657,  923,  22.60440156,  113.94473308,  0.039400,  0.060600,  0.038300,  0.037750,  0.011550,  -0.007232,  0.531440
 658,  923,  22.60440156,  113.94500257,  0.040000,  0.061400,  0.038400,  0.036850,  0.012750,  -0.020598,  0.485887
 659,  923,  22.60440156,  113.94527206,  0.041400,  0.063400,  0.040600,  0.037200,  0.013400,  -0.043702,  0.470356
 660,  923,  22.60440156,  113.94554155,  0.041300,  0.063000,  0.042400,  0.037200,  0.013000,  -0.065327,  0.482072
 661,  923,  22.60440156,  113.94581104,  0.041300,  0.063000,  0.042400,  0.037200,  0.013000,  -0.065327,  0.482072
 662,  923,  22.60440156,  113.94608053,  0.040900,  0.063400,  0.042300,  0.037000,  0.012900,  -0.066835,  0.482966
 648,  924,  22.60413207,  113.94230767,  0.034800,  0.055400,  0.033900,  0.036450,  0.018800,   0.036247,  0.319457
 649,  924,  22.60413207,  113.94257716,  0.034350,  0.055450,  0.034300,  0.036200,  0.016350,   0.026950,  0.377735
 650,  924,  22.60413207,  113.94284665,  0.033300,  0.055550,  0.033800,  0.036200,  0.015800,   0.034286,  0.392308
 651,  924,  22.60413207,  113.94311614,  0.033450,  0.055400,  0.033400,  0.037650,  0.014450,   0.059817,  0.445298
 652,  924,  22.60413207,  113.94338563,  0.034050,  0.055600,  0.033950,  0.041350,  0.013900,   0.098274,  0.496833
 653,  924,  22.60413207,  113.94365512,  0.035400,  0.055450,  0.035150,  0.040400,  0.013350,   0.069490,  0.503256
 654,  924,  22.60413207,  113.94392461,  0.037150,  0.058050,  0.038850,  0.039400,  0.013150,   0.007029,  0.499524
 655,  924,  22.60413207,  113.94419410,  0.039700,  0.060650,  0.038350,  0.038300,  0.012850,  -0.000652,  0.497556
 656,  924,  22.60413207,  113.94446359,  0.039900,  0.060750,  0.037850,  0.037200,  0.012350,  -0.008661,  0.501514
 657,  924,  22.60413207,  113.94473308,  0.039750,  0.060900,  0.037300,  0.036750,  0.012550,  -0.007427,  0.490872
 658,  924,  22.60413207,  113.94500257,  0.040050,  0.060450,  0.037100,  0.035900,  0.012400,  -0.016438,  0.486542
 659,  924,  22.60413207,  113.94527206,  0.041900,  0.063400,  0.037000,  0.036100,  0.012900,  -0.012312,  0.473469
 660,  924,  22.60413207,  113.94554155,  0.041400,  0.062900,  0.037100,  0.036000,  0.012800,  -0.015048,  0.475410
 661,  924,  22.60413207,  113.94581104,  0.041400,  0.062900,  0.037100,  0.036000,  0.012800,  -0.015048,  0.475410
 662,  924,  22.60413207,  113.94608053,  0.040700,  0.062800,  0.037700,  0.036200,  0.012800,  -0.020298,  0.477551
 663,  924,  22.60413207,  113.94635002,  0.040900,  0.063100,  0.038300,  0.036900,  0.012800,  -0.018617,  0.484909
 664,  924,  22.60413207,  113.94661951,  0.040900,  0.060900,  0.039400,  0.036800,  0.013000,  -0.034121,  0.477912
 665,  924,  22.60413207,  113.94688900,  0.040700,  0.062050,  0.041100,  0.047600,  0.021850,   0.073281,  0.370770
 649,  925,  22.60386258,  113.94257716,  0.037250,  0.055100,  0.035100,  0.034850,  0.018200,  -0.003574,  0.313855
 650,  925,  22.60386258,  113.94284665,  0.037600,  0.055450,  0.035550,  0.035350,  0.018550,  -0.002821,  0.311688
 651,  925,  22.60386258,  113.94311614,  0.033250,  0.055000,  0.033800,  0.035400,  0.016050,   0.023121,  0.376093
 652,  925,  22.60386258,  113.94338563,  0.033200,  0.055350,  0.034000,  0.038850,  0.013750,   0.066575,  0.477186
 653,  925,  22.60386258,  113.94365512,  0.034800,  0.055600,  0.034150,  0.039700,  0.013250,   0.075152,  0.499528
 654,  925,  22.60386258,  113.94392461,  0.036150,  0.057600,  0.038400,  0.038650,  0.012900,   0.003245,  0.499515
 655,  925,  22.60386258,  113.94419410,  0.039700,  0.060950,  0.038050,  0.037750,  0.012700,  -0.003958,  0.496531
 656,  925,  22.60386258,  113.94446359,  0.039700,  0.061400,  0.037800,  0.036750,  0.012350,  -0.014085,  0.496945
 657,  925,  22.60386258,  113.94473308,  0.039850,  0.061000,  0.037150,  0.036250,  0.012250,  -0.012262,  0.494845
 658,  925,  22.60386258,  113.94500257,  0.039800,  0.061100,  0.036950,  0.035400,  0.012100,  -0.021424,  0.490526
 659,  925,  22.60386258,  113.94527206,  0.041400,  0.063400,  0.037000,  0.036400,  0.012500,  -0.008174,  0.488753
 660,  925,  22.60386258,  113.94554155,  0.040500,  0.062700,  0.037000,  0.035900,  0.012300,  -0.015089,  0.489627
 661,  925,  22.60386258,  113.94581104,  0.040500,  0.062700,  0.037000,  0.035900,  0.012300,  -0.015089,  0.489627
 662,  925,  22.60386258,  113.94608053,  0.040500,  0.062900,  0.038400,  0.035700,  0.012400,  -0.036437,  0.484407
 663,  925,  22.60386258,  113.94635002,  0.041100,  0.063300,  0.037700,  0.036400,  0.012800,  -0.017544,  0.479675
 664,  925,  22.60386258,  113.94661951,  0.041600,  0.062800,  0.037900,  0.036200,  0.012800,  -0.022942,  0.477551
 665,  925,  22.60386258,  113.94688900,  0.041800,  0.061700,  0.038300,  0.036100,  0.012800,  -0.029570,  0.476483
 666,  925,  22.60386258,  113.94715849,  0.040800,  0.061800,  0.037050,  0.033400,  0.011650,  -0.051810,  0.482797
 667,  925,  22.60386258,  113.94742798,  0.041700,  0.061050,  0.036250,  0.033300,  0.011300,  -0.042416,  0.493274
 668,  925,  22.60386258,  113.94769747,  0.040850,  0.060450,  0.035850,  0.032900,  0.011250,  -0.042909,  0.490374
 651,  926,  22.60359309,  113.94311614,  0.033450,  0.055450,  0.034050,  0.036300,  0.017950,   0.031983,  0.338249
 652,  926,  22.60359309,  113.94338563,  0.035750,  0.055200,  0.034400,  0.040650,  0.017450,   0.083278,  0.399312
 653,  926,  22.60359309,  113.94365512,  0.037500,  0.056100,  0.038000,  0.039050,  0.013550,   0.013628,  0.484791
 654,  926,  22.60359309,  113.94392461,  0.039900,  0.059800,  0.037350,  0.037350,  0.012650,   0.000000,  0.494000
 655,  926,  22.60359309,  113.94419410,  0.039850,  0.061300,  0.037850,  0.037300,  0.012600,  -0.007319,  0.494990
 656,  926,  22.60359309,  113.94446359,  0.039700,  0.061400,  0.037800,  0.036750,  0.012350,  -0.014085,  0.496945
 657,  926,  22.60359309,  113.94473308,  0.040300,  0.061400,  0.037200,  0.036250,  0.012200,  -0.012934,  0.496388
 658,  926,  22.60359309,  113.94500257,  0.040000,  0.061400,  0.037350,  0.035750,  0.012150,  -0.021888,  0.492693
 659,  926,  22.60359309,  113.94527206,  0.042100,  0.063500,  0.037800,  0.037100,  0.012900,  -0.009346,  0.484000
 660,  926,  22.60359309,  113.94554155,  0.041700,  0.063300,  0.038800,  0.036200,  0.012600,  -0.034667,  0.483607
 661,  926,  22.60359309,  113.94581104,  0.041700,  0.063300,  0.038800,  0.036200,  0.012600,  -0.034667,  0.483607
 662,  926,  22.60359309,  113.94608053,  0.041300,  0.063000,  0.037900,  0.035900,  0.012300,  -0.027100,  0.489627
 663,  926,  22.60359309,  113.94635002,  0.041400,  0.064100,  0.037600,  0.036200,  0.012600,  -0.018970,  0.483607
 664,  926,  22.60359309,  113.94661951,  0.040100,  0.060900,  0.037600,  0.036300,  0.012600,  -0.017591,  0.484663
 665,  926,  22.60359309,  113.94688900,  0.044000,  0.064100,  0.037400,  0.035800,  0.013100,  -0.021858,  0.464213
 666,  926,  22.60359309,  113.94715849,  0.042600,  0.061750,  0.036900,  0.033700,  0.012300,  -0.045326,  0.465217
 667,  926,  22.60359309,  113.94742798,  0.042300,  0.060900,  0.036200,  0.033100,  0.011250,  -0.044733,  0.492672
 668,  926,  22.60359309,  113.94769747,  0.041000,  0.060050,  0.035900,  0.032700,  0.011400,  -0.046647,  0.482993
 669,  926,  22.60359309,  113.94796696,  0.043500,  0.061700,  0.036100,  0.034500,  0.012600,  -0.022663,  0.464968
 670,  926,  22.60359309,  113.94823645,  0.043600,  0.061700,  0.035200,  0.034100,  0.012500,  -0.015873,  0.463519
 652,  927,  22.60332360,  113.94338563,  0.035300,  0.054650,  0.035250,  0.040350,  0.017300,   0.067460,  0.399827
 653,  927,  22.60332360,  113.94365512,  0.039300,  0.058250,  0.038050,  0.038800,  0.016150,   0.009759,  0.412193
 654,  927,  22.60332360,  113.94392461,  0.040000,  0.060450,  0.037550,  0.037500,  0.012950,  -0.000666,  0.486620
 655,  927,  22.60332360,  113.94419410,  0.040350,  0.062150,  0.037900,  0.036900,  0.012550,  -0.013369,  0.492417
 656,  927,  22.60332360,  113.94446359,  0.039850,  0.061600,  0.038250,  0.036750,  0.012400,  -0.020000,  0.495422
 657,  927,  22.60332360,  113.94473308,  0.040250,  0.062550,  0.039200,  0.036150,  0.012500,  -0.040478,  0.486125
 658,  927,  22.60332360,  113.94500257,  0.040600,  0.063400,  0.039250,  0.035350,  0.012150,  -0.052279,  0.488421
 659,  927,  22.60332360,  113.94527206,  0.042300,  0.064700,  0.041800,  0.036700,  0.012900,  -0.064968,  0.479839
 660,  927,  22.60332360,  113.94554155,  0.042600,  0.064000,  0.042200,  0.036200,  0.012800,  -0.076531,  0.477551
 661,  927,  22.60332360,  113.94581104,  0.042500,  0.063600,  0.041000,  0.036300,  0.012500,  -0.060802,  0.487705
 662,  927,  22.60332360,  113.94608053,  0.042500,  0.063600,  0.041000,  0.036300,  0.012500,  -0.060802,  0.487705
 663,  927,  22.60332360,  113.94635002,  0.039800,  0.060400,  0.039000,  0.035800,  0.012600,  -0.042781,  0.479339
 664,  927,  22.60332360,  113.94661951,  0.039400,  0.060300,  0.037300,  0.036300,  0.012600,  -0.013587,  0.484663
 665,  927,  22.60332360,  113.94688900,  0.045400,  0.063300,  0.037200,  0.035500,  0.012300,  -0.023384,  0.485356
 666,  927,  22.60332360,  113.94715849,  0.042450,  0.061600,  0.036800,  0.033450,  0.012150,  -0.047687,  0.467105
 667,  927,  22.60332360,  113.94742798,  0.041450,  0.060800,  0.036200,  0.033250,  0.011600,  -0.042477,  0.482720
 668,  927,  22.60332360,  113.94769747,  0.040600,  0.060100,  0.035650,  0.032500,  0.011100,  -0.046222,  0.490826
 669,  927,  22.60332360,  113.94796696,  0.043200,  0.061100,  0.035600,  0.033600,  0.012200,  -0.028902,  0.467249
 670,  927,  22.60332360,  113.94823645,  0.043500,  0.060600,  0.035500,  0.033400,  0.012900,  -0.030479,  0.442765
 671,  927,  22.60332360,  113.94850594,  0.044100,  0.060000,  0.034700,  0.032900,  0.011800,  -0.026627,  0.472036
 672,  927,  22.60332360,  113.94877543,  0.043900,  0.060700,  0.034300,  0.032400,  0.012000,  -0.028486,  0.459459
 673,  927,  22.60332360,  113.94904492,  0.043200,  0.060500,  0.034100,  0.032500,  0.011800,  -0.024024,  0.467269
 653,  928,  22.60305411,  113.94365512,  0.036700,  0.056600,  0.039300,  0.044900,  0.015500,   0.066508,  0.486755
 654,  928,  22.60305411,  113.94392461,  0.043000,  0.063600,  0.040200,  0.042500,  0.014900,   0.027811,  0.480836
 655,  928,  22.60305411,  113.94419410,  0.042000,  0.060600,  0.039500,  0.040700,  0.014100,   0.014963,  0.485401
 656,  928,  22.60305411,  113.94446359,  0.039750,  0.062450,  0.038800,  0.036500,  0.012650,  -0.030544,  0.485249
 657,  928,  22.60305411,  113.94473308,  0.040250,  0.062700,  0.039100,  0.035750,  0.018700,  -0.044756,  0.313131
 658,  928,  22.60305411,  113.94500257,  0.043600,  0.063300,  0.043250,  0.044400,  0.023350,   0.013120,  0.310701
 659,  928,  22.60305411,  113.94527206,  0.043300,  0.063000,  0.042500,  0.036300,  0.012400,  -0.078680,  0.490760
 660,  928,  22.60305411,  113.94554155,  0.041100,  0.063100,  0.042500,  0.035800,  0.012800,  -0.085568,  0.473251
 661,  928,  22.60305411,  113.94581104,  0.039800,  0.062100,  0.039100,  0.035800,  0.012800,  -0.044059,  0.473251
 662,  928,  22.60305411,  113.94608053,  0.039800,  0.062100,  0.039100,  0.035800,  0.012800,  -0.044059,  0.473251
 663,  928,  22.60305411,  113.94635002,  0.039600,  0.060400,  0.038600,  0.036200,  0.013000,  -0.032086,  0.471545
 664,  928,  22.60305411,  113.94661951,  0.039300,  0.060700,  0.037400,  0.036000,  0.012600,  -0.019074,  0.481481
 665,  928,  22.60305411,  113.94688900,  0.045300,  0.063200,  0.036800,  0.035800,  0.012800,  -0.013774,  0.473251
 666,  928,  22.60305411,  113.94715849,  0.041500,  0.061400,  0.036650,  0.033450,  0.011650,  -0.045649,  0.483370
 667,  928,  22.60305411,  113.94742798,  0.041150,  0.060700,  0.036300,  0.033150,  0.011600,  -0.045356,  0.481564
 668,  928,  22.60305411,  113.94769747,  0.041000,  0.060000,  0.036100,  0.033150,  0.011550,  -0.042599,  0.483221
 669,  928,  22.60305411,  113.94796696,  0.044100,  0.061000,  0.035600,  0.034000,  0.012300,  -0.022989,  0.468682
 670,  928,  22.60305411,  113.94823645,  0.043700,  0.061000,  0.035400,  0.033500,  0.012500,  -0.027576,  0.456522
 671,  928,  22.60305411,  113.94850594,  0.043900,  0.061100,  0.035100,  0.033600,  0.012300,  -0.021834,  0.464052
 672,  928,  22.60305411,  113.94877543,  0.042700,  0.061200,  0.035000,  0.033800,  0.012200,  -0.017442,  0.469565
 673,  928,  22.60305411,  113.94904492,  0.041400,  0.061000,  0.034500,  0.033100,  0.011800,  -0.020710,  0.474388
 674,  928,  22.60305411,  113.94931441,  0.038600,  0.057950,  0.034400,  0.031900,  0.010950,  -0.037707,  0.488915
 675,  928,  22.60305411,  113.94958390,  0.038600,  0.057950,  0.034400,  0.031900,  0.010950,  -0.037707,  0.488915
 655,  929,  22.60278462,  113.94419410,  0.037500,  0.057200,  0.034900,  0.041600,  0.014400,   0.087582,  0.485714
 656,  929,  22.60278462,  113.94446359,  0.039400,  0.059700,  0.038500,  0.039400,  0.013700,   0.011553,  0.483992
 657,  929,  22.60278462,  113.94473308,  0.038300,  0.059600,  0.039000,  0.038200,  0.013700,  -0.010363,  0.472062
 658,  929,  22.60278462,  113.94500257,  0.039600,  0.060200,  0.039100,  0.036800,  0.013000,  -0.030303,  0.477912
 659,  929,  22.60278462,  113.94527206,  0.040200,  0.061100,  0.039400,  0.036400,  0.012800,  -0.039578,  0.479675
 660,  929,  22.60278462,  113.94554155,  0.040100,  0.061600,  0.038200,  0.035600,  0.012600,  -0.035230,  0.477178
 661,  929,  22.60278462,  113.94581104,  0.039900,  0.061200,  0.037600,  0.035400,  0.012500,  -0.030137,  0.478079
 662,  929,  22.60278462,  113.94608053,  0.039900,  0.061200,  0.037600,  0.035400,  0.012500,  -0.030137,  0.478079
 663,  929,  22.60278462,  113.94635002,  0.039800,  0.060600,  0.038800,  0.036000,  0.012900,  -0.037433,  0.472393
 664,  929,  22.60278462,  113.94661951,  0.039500,  0.060300,  0.038400,  0.035900,  0.012500,  -0.033647,  0.483471
 665,  929,  22.60278462,  113.94688900,  0.039500,  0.061400,  0.036800,  0.035600,  0.012400,  -0.016575,  0.483333
 666,  929,  22.60278462,  113.94715849,  0.040800,  0.061350,  0.036700,  0.033150,  0.011500,  -0.050823,  0.484882
 667,  929,  22.60278462,  113.94742798,  0.041350,  0.060800,  0.036400,  0.033200,  0.011550,  -0.045977,  0.483799
 668,  929,  22.60278462,  113.94769747,  0.040900,  0.060150,  0.036100,  0.033250,  0.011450,  -0.041096,  0.487696
 669,  929,  22.60278462,  113.94796696,  0.044100,  0.062000,  0.036100,  0.035300,  0.013000,  -0.011204,  0.461698
 670,  929,  22.60278462,  113.94823645,  0.043100,  0.063400,  0.037600,  0.036900,  0.016000,  -0.009396,  0.395085
 671,  929,  22.60278462,  113.94850594,  0.041700,  0.062800,  0.036900,  0.036300,  0.016100,  -0.008197,  0.385496
 672,  929,  22.60278462,  113.94877543,  0.041800,  0.061400,  0.035900,  0.034800,  0.012500,  -0.015559,  0.471459
 673,  929,  22.60278462,  113.94904492,  0.040800,  0.061100,  0.035100,  0.033400,  0.012200,  -0.024818,  0.464912
 674,  929,  22.60278462,  113.94931441,  0.038050,  0.058300,  0.034850,  0.031800,  0.011300,  -0.045761,  0.475638
 656,  930,  22.60251513,  113.94446359,  0.037700,  0.058500,  0.036700,  0.039600,  0.013900,   0.038008,  0.480374
 657,  930,  22.60251513,  113.94473308,  0.038200,  0.059100,  0.037800,  0.038100,  0.013400,   0.003953,  0.479612
 658,  930,  22.60251513,  113.94500257,  0.038800,  0.059900,  0.037200,  0.036600,  0.012600,  -0.008130,  0.487805
 659,  930,  22.60251513,  113.94527206,  0.039500,  0.060600,  0.039000,  0.036200,  0.012800,  -0.037234,  0.477551
 660,  930,  22.60251513,  113.94554155,  0.040500,  0.060600,  0.038800,  0.035900,  0.012800,  -0.038822,  0.474333
 661,  930,  22.60251513,  113.94581104,  0.039500,  0.061100,  0.037700,  0.035000,  0.012400,  -0.037139,  0.476793
 662,  930,  22.60251513,  113.94608053,  0.039500,  0.061100,  0.037700,  0.035000,  0.012400,  -0.037139,  0.476793
 663,  930,  22.60251513,  113.94635002,  0.040200,  0.060800,  0.037600,  0.035000,  0.012800,  -0.035813,  0.464435
 664,  930,  22.60251513,  113.94661951,  0.039600,  0.061100,  0.039400,  0.035300,  0.012500,  -0.054886,  0.476987
 665,  930,  22.60251513,  113.94688900,  0.038800,  0.060000,  0.036700,  0.035500,  0.012600,  -0.016620,  0.476091
 666,  930,  22.60251513,  113.94715849,  0.041200,  0.061200,  0.037150,  0.033350,  0.011600,  -0.053901,  0.483871
 667,  930,  22.60251513,  113.94742798,  0.041250,  0.060450,  0.036700,  0.033000,  0.011550,  -0.053085,  0.481481
 668,  930,  22.60251513,  113.94769747,  0.040400,  0.059900,  0.036000,  0.033000,  0.011450,  -0.043478,  0.484814
 669,  930,  22.60251513,  113.94796696,  0.043200,  0.062400,  0.036300,  0.035400,  0.013600,  -0.012552,  0.444898
 670,  930,  22.60251513,  113.94823645,  0.041700,  0.064200,  0.040000,  0.039900,  0.019000,  -0.001252,  0.354839
 671,  930,  22.60251513,  113.94850594,  0.041900,  0.063500,  0.037600,  0.036800,  0.016400,  -0.010753,  0.383459
 672,  930,  22.60251513,  113.94877543,  0.041400,  0.062200,  0.035400,  0.035400,  0.012800,   0.000000,  0.468880
 657,  931,  22.60224564,  113.94473308,  0.037700,  0.058200,  0.037300,  0.035000,  0.013700,  -0.031812,  0.437372
 658,  931,  22.60224564,  113.94500257,  0.038700,  0.059400,  0.037000,  0.037600,  0.013100,   0.008043,  0.483235
